Accession,Organism_Name,Release_Date,Nuc_Completeness,Segment,Country,Collection_Date
KX598674,Influenza A virus (A/chicken/Sichuan/SIC36/2014(H9N2)),2016-08-30,partial,5,China,2014-12
EU403423,Influenza A virus (A/Hong Kong/1/1968(H3N2)),2008-02-12,partial,,Hong Kong,
OR285090,Influenza A virus,2023-07-22,partial,8,USA,2022-09-08
FJ793396,Influenza A virus (A/chicken/Jiangsu/2/2001(H9N2)),2009-08-17,partial,4,China,2001-04-10
MN054111,Influenza A virus,2019-11-30,partial,4,Chile,2018
OP838791,Influenza A virus,2022-11-21,partial,8,USA,2021-11-22
KP287145,Influenza A virus (A/chicken/Jiangxi/36247/2013(mixed)),2015-01-26,partial,6,China,2013-12-29
JX429670,Influenza B virus (B/Hong Kong/CUHK20995/2000),2013-07-31,partial,4,China,2000-02-01
OY980452,Influenza A virus,2023-12-15,partial,8,United Kingdom,2022-11-22
MK786449,Influenza A virus,2019-04-17,partial,6,USA,2019-01-26
OR011405,Influenza A virus,2023-05-24,partial,1,USA,2022-12-29
PP417497,Influenza A virus,2024-03-06,partial,2,USA,2024-02-07
KM821656,Influenza A virus (A/duck/Khanhhoa/CVVI-04/2013(H5N1)),2014-11-01,partial,6,Viet Nam,2013-01-05
HB378158,Influenza A virus,2009-06-09,partial,,,
MT367680,Influenza A virus,2020-04-27,partial,6,USA,2020-03-23
OM373237,Influenza A virus,2022-01-30,partial,3,China,2020-12-31
HB382029,Influenza A virus,2009-06-09,partial,,,
MT703767,Influenza A virus,2020-07-08,partial,4,USA,2020-06-08
OP953315,Influenza A virus,2022-12-11,partial,6,USA,2021-11-12
CY133940,Influenza A virus (A/mallard/California/2525P/2011(H4N6)),2013-01-30,partial,1,USA,2011-08-12
EU516264,Influenza A virus (A/Hawaii/39/2007(H1N1)),2008-02-26,partial,6,USA,2007-11-07
PQ834062,Influenza A virus,2025-01-03,partial,5,USA,2024-03-07
CY205659,Influenza A virus (A/blue-winged teal/Texas/AI10-3768/2010(H4N8)),2016-04-11,partial,3,USA,2010-09-14
KT854132,Influenza B virus (B/Hawaii/17/2015),2015-10-11,partial,3,USA,2015-06-05
EU333559,Influenza B virus (B/Taiwan/189/2005),2008-04-05,partial,,Taiwan,
OQ233427,Influenza A virus,2023-01-17,partial,7,USA,2022-10-02
MK600569,Influenza A virus,2019-03-12,partial,4,China,2015-05-12
DQ997462,Influenza A virus (A/chicken/Jiangsu/ng/2001(H9N2)),2006-10-03,partial,,China,
CY264792,Influenza A virus (A/Kansas/11/2017(H3N2)),2018-01-16,partial,6,USA,2017-12-06
MK071441,Influenza A virus,2018-10-24,partial,1,Argentina,2011-05
MK367673,Influenza A virus,2019-06-01,partial,7,China,2018-05
DM080564,Influenza A virus,2009-04-21,partial,,,
MK960946,Influenza A virus,2019-05-27,partial,2,USA,2019-03-18
PP432436,Influenza A virus,2024-03-09,partial,1,USA,2024-02-06
PQ841731,Influenza A virus,2025-01-06,partial,5,USA,2024-09-16
KX408176,Influenza A virus (A/Kansas/05/2016(H1N1)),2016-06-25,partial,1,USA,2016-02-08
PP650735,Influenza B virus,2024-04-17,partial,5,USA,2024-02-07
PQ693208,Influenza A virus,2024-12-06,partial,8,USA,2019-10-01
PQ078523,Influenza B virus,2024-07-30,partial,8,USA,2024-01-14
PQ638167,Influenza A virus,2024-11-25,partial,4,USA,2022-12-23
MF092757,Influenza A virus (A/swine/Iowa/A02214660/2017(H1N2)),2017-06-04,partial,4,USA,2017-03-30
OX436983,Influenza A virus,2023-02-21,partial,3,United Kingdom,2022-12-21
KY241378,Influenza A virus (A/equine/Jouars/4/2006(H3N8)),2017-03-24,partial,3,France,2006
EU050515,Influenza A virus (A/chukkar/Shantou/5651/2004(H6N1)),2007-09-24,partial,,China,
PQ077269,Influenza A virus,2024-07-30,partial,3,USA,2024-04-20
CY118678,Influenza A virus (A/Malaysia/25920/2003(H3N2)),2012-05-13,partial,8,Malaysia,2003-09-30
OP840801,Influenza A virus,2022-11-21,partial,1,USA,2021-12-25
DM132560,Influenza B virus,2009-07-14,partial,,,
CY081386,Influenza A virus (A/blue-winged teal/Ohio/1386/2005(H6N2)),2011-02-03,partial,2,USA,2005-06-27
PV038931,Influenza A virus,2025-01-31,partial,7,USA,2024-12-31
OP974222,Influenza A virus,2022-12-13,partial,3,USA,2022-04-21
MK641743,Influenza A virus,2019-09-30,partial,4,China,2014-05-13
OM730156,Influenza B virus,2022-02-22,partial,3,USA,2021-10-29
ON935157,Influenza A virus,2022-07-12,partial,1,USA,2021-08-04
CY182987,Influenza A virus (A/Houston/JMM_101/2013(H3N2)),2014-05-09,partial,6,USA,2013-01-01
PP901457,Influenza B virus,2024-06-16,partial,3,USA,2024-02-29
ON911833,Influenza A virus,2022-07-11,partial,4,India,2017-08-22
PQ081587,Influenza B virus,2024-07-30,partial,2,USA,2024-02-27
MF440991,Influenza B virus (B/Korea/KUMC-1031/2011),2017-07-26,partial,6,South Korea,2011-12-01
KU589891,Influenza A virus (A/Florida/70/2015(H3N2)),2016-02-06,partial,4,USA,2015-09-15
MH082029,Influenza A virus,2018-03-24,partial,1,USA,2017-12-25
MH792504,Influenza A virus,2018-08-29,partial,8,USA,2018-01-25
MZ872703,Influenza A virus,2021-08-28,partial,4,Uganda,2019-03-13
MK743666,Influenza A virus,2019-04-09,partial,4,USA,2019-01-15
JC204637,Influenza A virus,2014-02-02,partial,,,
CY253697,Influenza A virus (A/Victoria/3071/2015(H3N2)),2017-11-14,partial,1,Australia,2015-09-07
PP685441,Influenza A virus,2024-04-23,partial,7,USA,2023-12-27
PP511263,Influenza B virus,2024-03-26,partial,8,USA,2023-04-19
MH583665,Influenza B virus,2018-07-12,partial,5,USA,2018-02-14
CY029873,Influenza A virus (A/red-necked stint/Western Australia/5745/1982(H12N9)),2008-02-14,partial,4,Australia,1982-03-30
PQ052673,Influenza A virus,2024-07-24,partial,3,USA,2024-04-29
MF992971,Influenza A virus (A/duck/Moscow/4182-C/2010(H5N3)),2017-11-04,partial,1,,
CY002217,Influenza A virus (A/New York/371/2004(H3N2)),2005-08-15,partial,7,USA,2004-12-09
EF376184,Influenza A virus (A/ostrich/Italy/984/00(H7N1)),2007-02-17,partial,5,Italy,
PQ469819,Influenza A virus,2024-10-16,partial,5,USA,2024-09-23
OP838548,Influenza A virus,2022-11-21,partial,6,USA,2021-10-30
PP811295,Influenza A virus,2024-05-22,partial,7,USA,2024-03-24
KY289013,Influenza A virus (A/California/140/2016(H3N2)),2016-12-11,partial,8,USA,2016-10-17
MK398582,Influenza A virus,2019-01-20,partial,6,USA,2018-11-02
OR285129,Influenza A virus,2023-07-22,partial,1,USA,2022-12-08
KC757875,Influenza A virus (A/chicken/Bangladesh/11315/2011(H9N2)),2013-07-11,partial,3,Bangladesh,2011-06-30
CY162942,Influenza A virus (A/Peru/PER339/2010(H3N2)),2013-12-16,partial,2,Peru,2010-11-02
CY038434,Influenza A virus (A/chicken/Pakistan/UDL-02/2006(H9N2)),2009-04-29,partial,4,Pakistan,2006-12-29
CY200996,Influenza B virus (B/Singapore/Gp280/2014),2016-02-24,partial,5,Singapore,2014-02-04
MH498879,Influenza A virus,2018-07-28,partial,2,Chile,2016-12-13
CY166427,Influenza A virus (A/mallard/Wisconsin/11OS3481/2011(H4N6)),2014-03-24,partial,4,USA,2011-10-23
PQ701677,Influenza A virus,2024-12-06,partial,8,USA,2022-11-19
JN391260,Influenza A virus (A/swine/Hwalien/168-4/2009(H1N1)),2012-07-31,complete,7,Taiwan,2009-09-02
MH600918,Influenza A virus,2018-07-16,partial,7,USA,2018-03-28
MT342786,Influenza B virus,2020-04-21,partial,2,USA,2020-02-14
KC892152,Influenza A virus (A/Virginia/09/2012(H3N2)),2013-05-11,partial,7,USA,2012-04-01
PQ255538,Influenza A virus,2024-08-30,partial,7,USA,2024-05-03
EF597393,Influenza A virus (A/migratory duck/Jiang Xi/8624/2004(H6N2)),2007-07-04,partial,,China,
CY159356,Influenza A virus (A/swine/North Carolina/01052/2006(H3N2)),2013-11-27,partial,5,USA,2006-03-14
CY009609,Influenza A virus (A/Wilson-Smith/1933(H1N1)),2006-03-15,partial,3,United Kingdom,1933
KP460631,Influenza B virus (B/Shanghai Fengxian/1299/2009),2015-06-01,partial,4,China,2009-12-23
MW334759,Influenza A virus,2021-05-03,partial,5,Taiwan,2017-10-26
PQ707608,Influenza A virus,2024-12-06,partial,3,USA,2022-12-30
OQ964761,Influenza A virus,2023-08-23,partial,1,USA,2022-04-10
CY011294,Influenza A virus (A/Memphis/5/1986(H3N2)),2006-06-16,partial,2,USA,1986
MN623523,Influenza A virus,2019-11-03,partial,6,USA,2019-09-16
KY171267,Influenza A virus (A/duck/Vietnam/R7-05-0158/2013(H5N1)),2016-12-07,partial,1,Viet Nam,2013-05-09
PQ254256,Influenza A virus,2024-08-30,partial,6,USA,2024-03-26
CY045464,Influenza A virus (A/mallard/Interior Alaska/7MP1718/2007(H4N5)),2009-09-02,partial,7,USA,2007-09-16
MH502755,Influenza A virus,2018-06-25,partial,7,USA,2014-05-27
OP213193,Influenza A virus,2022-08-17,partial,2,USA,2022-04-20
PQ265251,Influenza A virus,2024-08-30,partial,4,USA,2024-06-22
PP901506,Influenza B virus,2024-06-16,partial,4,USA,2024-04-03
PP655669,Influenza A virus,2024-04-17,partial,7,USA,2024-01-26
PQ825414,Influenza A virus,2025-01-02,partial,1,USA,2024-11-20
MH358532,Influenza A virus,2018-05-22,partial,2,USA,2018
PP073135,Influenza A virus,2024-01-08,partial,5,USA,2023-12-08
MT331574,Influenza A virus,2020-04-19,partial,1,USA,2020-02-17
MN169555,Influenza A virus,2019-07-16,partial,5,Germany,2019-02-25
PP232578,Influenza A virus,2024-02-04,partial,4,USA,2023-12-06
KC738209,Influenza A virus (A/Taiwan/105/2006(H1N1)),2013-04-26,partial,2,Taiwan,2006-02-14
LC467226,Influenza A virus,2019-03-27,partial,6,Japan,2012-09-13
OZ176984,Influenza A virus,2024-08-28,partial,7,Switzerland,2024-01-22
ON822870,Influenza A virus,2022-11-30,partial,5,Guatemala,2016-07-21
MK236855,Influenza A virus,2019-01-09,partial,4,USA,2017-11-12
PQ830280,Influenza A virus,2025-01-03,partial,7,USA,2024-12-03
MN881344,Influenza A virus,2020-01-04,partial,2,USA,2019-10-25
MZ873237,Influenza A virus,2021-08-28,partial,6,Uganda,2018-11-14
CY120669,Influenza A virus (A/northern shoveler/California/3483/2010(H12N5)),2012-05-29,partial,6,USA,2010-12-08
MW841592,Influenza A virus,2021-04-05,partial,7,USA,2019
KX921559,Influenza B virus (B/Pennsylvania/39/2016),2016-10-10,partial,3,USA,2016-04-11
OQ796205,Influenza A virus,2023-04-16,partial,2,USA,2022-12-10
PP336316,Influenza A virus,2024-02-19,partial,7,USA,2023-12-19
MH246777,Influenza A virus,2018-04-29,partial,1,USA,2017-11-10
MT315381,Influenza B virus,2020-04-14,partial,8,USA,2019-12-12
MK535579,Influenza A virus,2019-02-24,partial,8,USA,2017-06-01
PQ599263,Influenza A virus,2024-11-15,partial,3,USA,2024-01-24
KX136168,Influenza A virus (A/California/04-101-MA/2009(H1N1)),2016-07-12,partial,2,,
PQ573560,Influenza A virus,2024-11-08,partial,2,USA,2024-10-18
KT839622,Influenza A virus (A/Delaware/38/2014(H3N2)),2015-10-11,partial,4,USA,2014-12-02
MT314786,Influenza B virus,2020-04-14,partial,5,USA,2019-10-23
CY190570,Influenza A virus (A/snow goose/Delaware/07OS201/2007(H1N8)),2015-05-04,partial,1,USA,2007-02-15
OP214334,Influenza A virus,2022-08-17,partial,8,USA,2022-05-29
PQ797494,Influenza A virus,2024-12-23,partial,1,USA,2024-10-16
CY008393,Influenza A virus (A/Canterbury/234/2005(H3N2)),2006-01-27,partial,3,New Zealand,2005-07-27
OR010448,Influenza A virus,2023-05-24,partial,2,USA,2023-01-24
CY192601,Influenza A virus (A/Anhui/1-YK_RG119/2013(H7N9)),2015-08-04,partial,2,,
EU443539,Influenza A virus (A/chicken/Czech Republic/11242-38/2007(H5N1)),2008-03-01,partial,1,Czech Republic,2007-07-11
MH583702,Influenza B virus,2018-07-12,partial,1,USA,2018-02-02
MW106398,Influenza A virus,2020-10-19,partial,2,China,2017-05-26
OP072149,Influenza A virus,2022-07-31,partial,4,USA,2021-10-07
MN569718,Influenza A virus,2019-10-21,partial,1,Australia,2017-08-20
MT738425,Influenza A virus,2020-07-14,partial,2,USA,2020-01-29
KT888198,Influenza A virus (A/Kyrgyzstan/40/2012(H3N2)),2016-09-30,partial,3,Kyrgyzstan,2012-01-12
PP509001,Influenza A virus,2024-03-26,partial,4,USA,2024-01-23
MK743651,Influenza A virus,2019-04-09,partial,7,USA,2019-01-17
CY042085,Influenza A virus (A/mallard/Minnesota/Sg-00115/2007(H11N9)),2009-07-30,partial,6,USA,2007-09-12
KX616138,Influenza B virus (B/Texas/59/2016),2016-08-03,partial,8,USA,2016-02-16
CY100966,Influenza A virus (A/Maracay/WRAIR1729P/2008(H1N1)),2011-11-18,partial,6,Venezuela,2008-09-03
PP276389,Influenza A virus,2024-02-11,partial,8,USA,2021-06-07
OR950117,Influenza A virus,2024-06-30,partial,5,Taiwan,2016-11-24
MW772619,Influenza A virus,2022-12-30,partial,4,Brazil,2019-05-28
KF305459,Influenza B virus (B/Bangkok/SI33/2012),2013-07-31,partial,6,Thailand,2012-09-14
KX979554,Influenza A virus (A/black-headed gull/Netherlands/35/2011(H13N8)),2016-11-19,partial,3,Netherlands,2011-07-07
CY046060,Influenza A virus (A/reassortant/IVR139(Wellington/1/2004 x Puerto Rico/8/1934)(H3N2)),2009-10-07,partial,8,,
PP821181,Influenza A virus,2024-05-26,partial,8,USA,2024-01-13
OR201502,Influenza A virus,2023-07-03,partial,3,USA,2023-03-11
CY164173,Influenza A virus (A/mallard/Sweden/79261/2008(mixed)),2014-03-24,partial,1,Sweden,2008-11-13
CY178516,Influenza A virus (A/duck/Wisconsin/2409/1985(H2N3)),2014-04-22,partial,3,USA,1985
MG965817,Influenza A virus,2018-02-21,partial,5,USA,2015-05-09
JN055368,Influenza A virus (A/Muscovy duck/Vietnam/18152/2009(H5N1)),2011-06-21,partial,4,Viet Nam,2009-04-08
PP807460,Influenza A virus,2024-05-21,partial,7,USA,2024-03-02
CY235624,Influenza A virus (A/Washington/40/2017(H3N2)),2017-07-12,partial,4,USA,2017-04-17
PQ831912,Influenza A virus,2025-01-03,partial,7,USA,2024-09-01
KC295962,Influenza A virus (A/equine/Newmarket/1/1993(H3N8)),2013-03-30,partial,4,United Kingdom,1993
CY131100,Influenza A virus (A/swine/Ohio/10SW206/2010(H3N2)),2013-01-03,partial,1,USA,2010-08-24
MW841235,Influenza A virus,2021-04-05,partial,1,USA,2018
KT589247,Influenza A virus (A/duck/Zhejiang/418/2013(H4N6)),2015-09-20,partial,5,China,2013-04-01
CY197278,Influenza B virus (B/Victoria/524/2012),2016-02-24,partial,3,Australia,2012-07-20
OQ794917,Influenza A virus,2023-04-16,partial,4,USA,2022-12-03
HE969780,Influenza A virus (A/equine/United Kingdom/309225/2003(H3N8)),2012-12-20,partial,,United Kingdom,2003-04-15
PQ080699,Influenza B virus,2024-07-30,partial,2,USA,2024-03-16
KY089368,Influenza A virus (A/Michigan/18/2015(H3)),2016-11-14,partial,1,USA,2015-02-13
PP880836,Influenza B virus,2024-06-11,partial,4,USA,2024-03-14
MZ277338,Influenza A virus,2021-12-13,partial,7,Iran,2019-10
PQ444846,Influenza A virus,2024-10-09,partial,3,USA,2024-07-18
KF768189,Influenza A virus (A/chicken/Guangxi/066C10/2010(H9N2)),2015-05-31,partial,1,China,2010-06-10
MH546495,Influenza A virus,2018-07-03,partial,8,USA,2008-04-03
MK763305,Influenza A virus,2019-04-13,partial,8,USA,2019-01-29
MN424367,Influenza A virus,2019-09-14,partial,5,USA,2019-05-14
KT853685,Influenza B virus (B/Alaska/40/2015),2015-10-11,partial,7,USA,2015-06-20
MK236965,Influenza A virus,2019-01-09,partial,3,USA,2017-03-13
CY065395,Influenza A virus (A/England/XFL00311/2009(H1N1)),2011-12-14,partial,1,United Kingdom,2009-05-07
MK731760,Influenza A virus,2019-04-08,partial,5,USA,2012-03-24
KY583670,Influenza A virus (A/Quebec/163/2016(H3N2)),2017-02-26,partial,4,Canada,2016-12-13
MK380145,Influenza A virus,2019-01-14,partial,8,South Korea,2018-11-13
MK077324,Influenza A virus,2018-10-27,partial,5,USA,2018-05-15
MZ477559,Influenza A virus,2021-07-07,partial,1,Italy,2018-04-04
CY211122,Influenza A virus (A/Montana/60/2016(H1N1)),2017-01-05,partial,4,USA,2016-11-14
CY109675,Influenza A virus (A/duck/Guizhou/5482/2007(H6N2)),2012-03-23,partial,5,China,2007-10
OL355027,Influenza A virus,2021-11-10,partial,5,Peru,2019-12-27
OR267549,Influenza B virus,2023-07-19,partial,5,Kenya,2021-12-07
KY116632,Influenza A virus (A/Connecticut/34/2016(H3N2)),2016-11-20,partial,6,USA,2016-10-04
KY047779,Influenza A virus (A/chicken/Beijing/0701/2015(H9N2)),2018-12-25,partial,4,China,2015-07
KX410957,Influenza A virus (A/North Dakota/25/2016(H1N1)),2016-06-25,partial,6,USA,2016-03-28
MH363391,Influenza B virus,2018-05-23,partial,4,USA,2018-03-19
PP279506,Influenza A virus,2024-02-11,partial,3,USA,2024-01-04
PP752635,Influenza A virus,2024-05-03,partial,5,USA,2024-03-20
GQ303336,Influenza A virus (A/Mexico/4269/2009(H1N1)),2009-06-24,partial,8,Mexico,2009-04-15
MH502932,Influenza A virus,2018-06-25,partial,1,USA,2015-05-24
PQ705353,Influenza A virus,2024-12-06,partial,4,USA,2023-01-12
CY205413,Influenza A virus (A/blue-winged teal/Texas/AI11-3403/2011(mixed)),2016-04-11,partial,2,USA,2011-09-16
PV136576,Influenza A virus,2025-02-19,partial,4,USA,2024-11-25
KT837062,Influenza A virus (A/North Carolina/20/2014(H3N2)),2015-10-11,partial,2,USA,2014-09-08
MT554367,Influenza A virus,2020-06-08,partial,3,USA,2020-03-16
MK869522,Influenza A virus,2019-05-07,partial,1,South Korea,2018-12-20
FN423618,Influenza A virus (A/canine/Pennsylvania/10915/2007(H3N8)),2010-05-03,partial,4,USA,
KF014817,Influenza A virus (A/Singapore/C2011.825/2011(H3N2)),2013-06-11,partial,3,Singapore,2011-10-28
PP684822,Influenza A virus,2024-04-23,partial,4,USA,2023-12-26
MK366050,Influenza A virus,2020-01-31,partial,7,Germany,2010-08-05
OQ958859,Influenza A virus,2023-08-23,partial,3,USA,2022-04-10
DM133540,Influenza B virus,2009-07-14,partial,,,
KY063742,Influenza A virus (A/turkey/Missouri/16-014037-7/2016(H5N1)),2016-11-27,complete,6,USA,2016-04-29
OK104430,Influenza A virus,2022-01-28,partial,5,Canada,2004
KY289446,Influenza A virus (A/California/144/2016(H3N2)),2016-12-11,partial,5,USA,2016-10-27
JQ522461,Influenza A virus (A/swine/England/453/2006(H1N1)),2012-06-27,partial,4,,
MG664632,Influenza A virus (A/chicken/Medan/625-08-152-153/2008(H5N1)),2018-03-27,partial,6,Indonesia,2008
MK744912,Influenza A virus,2019-04-10,partial,4,USA,2018-12-26
CY125223,Influenza A virus (A/green-winged teal/New Brunswick/02600/2007(H4N6)),2012-07-31,partial,5,Canada,2007-09-21
CY110874,Influenza A virus (A/Korea/01-13-4/2009(H1N1)),2012-03-23,partial,4,Korea,
MN949853,Influenza B virus,2020-01-21,partial,7,USA,2019-09-30
MN949313,Influenza B virus,2020-01-21,partial,8,USA,2019-11-02
MH412422,Influenza A virus,2018-07-10,partial,2,Canada,2017-08-12
PQ255212,Influenza A virus,2024-08-30,partial,6,USA,2024-04-01
KF790511,Influenza A virus (A/Maryland/33/2012(H3N2)),2013-11-06,partial,6,USA,2012-11-11
CY190140,Influenza A virus (A/environment/Maryland/06OS1177/2006(H5N1)),2015-05-04,partial,7,USA,2006-08-02
CY229297,Influenza B virus (B/New Hampshire/25/2016),2017-05-03,partial,8,USA,2016-11-21
MW097730,Influenza A virus,2020-10-19,partial,4,China,2017-09-25
HE970099,Influenza A virus (A/equine/United Kingdom/309991/2003(H3N8)),2012-12-20,partial,,United Kingdom,2003-04-21
PQ253216,Influenza B virus,2024-08-30,partial,1,USA,2024-06-11
KX614962,Influenza B virus (B/Maine/05/2016),2016-08-03,partial,8,USA,2016-02-29
JX051206,Influenza A virus (A/Milano/132/2012(H3N2)),2012-12-02,partial,4,Italy,2012-02-08
CY104060,Influenza A virus (A/HaNoi/HN867/2003(H1N1)),2012-01-09,partial,4,Viet Nam,2003-10-28
AB728609,Influenza A virus (A/duck/Vietnam/OIE-0483/2012(H10N7)),2012-06-16,partial,2,Viet Nam,2012-02-21
MN075005,Influenza A virus,2019-06-22,partial,5,USA,2019-03-19
OQ967110,Influenza A virus,2023-08-23,partial,6,USA,2022-04-05
MK637341,Influenza A virus,2019-03-20,partial,7,USA,2015-05-19
HB380820,Influenza A virus,2009-06-09,partial,,,
KJ682315,Influenza A virus (A/chicken/Bhutan/257/2012(H5N1)),2014-05-04,partial,6,Bhutan,2012-02-14
KY925960,Influenza A virus (A/Gramado/LACENRS-1287/2016(H1N1)),2017-05-15,partial,7,Brazil,2016-04-29
OQ317164,Influenza A virus,2023-01-29,partial,3,USA,2022-11-23
KJ643897,Influenza A virus (A/chicken/India/01CA06/2012(H5N1)),2015-04-30,partial,5,India,2012-01-04
CY114959,Influenza A virus (A/swine/Illinois/A01116945/2011(H1N2)),2012-07-02,partial,7,USA,2011-11-09
PP312574,Influenza B virus,2024-02-13,partial,3,USA,2023-10-23
AB684085,Influenza A virus (A/chicken/Shimane/1/2010(H5N1)),2012-10-04,partial,6,Japan,2010-11
KP286872,Influenza A virus (A/duck/Jiangxi/27793/2013(mixed)),2015-01-26,partial,3,China,2013-11-24
OR203482,Influenza B virus,2023-07-03,partial,4,USA,2023-03-06
ON531430,Influenza A virus,2022-12-31,partial,4,USA,2021-12-01
AB036446,Influenza B virus (B/Kadoma/122/99),2000-01-08,partial,,,
KT842425,Influenza A virus (A/Washington/12/2015(H3N2)),2015-10-11,partial,4,USA,2015-02-18
CY243059,Influenza A virus (A/swine/Kentucky/16TOSU6069/2016(H3N2)),2017-09-09,partial,5,USA,2016-11-01
FJ686997,Influenza A virus (A/Michigan/05/2008(H1N1)),2009-02-08,partial,4,USA,2008-11-03
CY104478,Influenza A virus (A/HaNoi/Q582/2007(H3N2)),2012-01-09,partial,6,Viet Nam,2007-08-09
MW095480,Influenza A virus,2020-10-19,partial,2,China,2018-06-03
PQ265979,Influenza A virus,2024-08-30,partial,7,USA,2024-04-16
MK616087,Influenza A virus,2020-04-01,partial,6,China,2016-12-18
KT865984,Influenza B virus (B/New Jersey/10/2015),2015-10-11,partial,8,USA,2015-04-18
OK205814,Influenza A virus,2021-11-01,partial,7,Mexico,1994-12-01
CY196610,Influenza A virus (A/glaucous-winged gull/Southcentral Alaska/11JR02272/2011(H16N3)),2016-01-20,partial,1,USA,2011-08-22
CY234110,Influenza B virus (B/North Carolina/16/2017),2017-06-08,partial,2,USA,2017-03-27
OQ232604,Influenza A virus,2023-01-17,partial,2,USA,2022-10-23
CY023766,Influenza A virus (A/chicken/Hunan/774/2002(H9N2)),2007-09-19,partial,2,China,2002
MN198908,Influenza A virus,2019-07-27,partial,2,USA,2018-06-01
PP068608,Influenza A virus,2024-01-07,partial,4,Bangladesh,2023-06-23
CY109227,Influenza A virus (A/duck/Guangxi/1074/2006(H6N2)),2012-03-23,partial,5,China,2006-03
MH733633,Influenza A virus,2018-11-10,partial,5,USA,2014-05-20
MH584838,Influenza B virus,2018-07-12,partial,4,USA,2018-02-06
KT838844,Influenza A virus (A/Louisiana/20/2014(H3N2)),2015-10-11,partial,4,USA,2014-11-19
OR743404,Influenza A virus,2023-11-04,partial,6,USA,2022-12-02
PP968306,Influenza A virus,2024-07-06,partial,2,USA,2024-02-06
KY855446,Influenza A virus (A/equine/Pulawy/1/2008(H3N8)),2017-04-22,partial,7,Poland,2008-04-10
CY126300,Influenza A virus (A/ruddy turnstone/Delaware Bay/522/1988(H11)),2012-11-29,partial,3,USA,1988-05-15
OP844554,Influenza A virus,2022-11-21,partial,4,USA,2022-07-12
HQ214273,Influenza A virus (A/Kenya/0029/2009(H1N1)),2010-09-14,partial,6,Kenya,2009-10-19
PQ051588,Influenza A virus,2024-07-24,partial,6,USA,2024-05-13
MF582489,Influenza A virus (A/swine/Nebraska/A01785277/2017(H1N2)),2017-08-26,partial,6,USA,2017-07-14
CY013687,Influenza A virus (A/New York/787/1993(H3N2)),2006-08-18,partial,6,USA,1993-03-10
MT907613,Influenza A virus,2020-08-26,partial,2,USA,2019-06-07
PP901298,Influenza B virus,2024-06-16,partial,7,USA,2024-04-01
CY168417,Influenza A virus (A/Boston/YGA_00086/2013(H3N2)),2014-04-10,partial,6,USA,2013-01-29
CY024025,Influenza A virus (A/duck/Shantou/515/2004(H9N2)),2007-09-19,partial,5,China,2004
PP640360,Influenza B virus,2024-04-16,partial,3,USA,2023-11-25
DM087523,Influenza A virus,2009-04-21,partial,,,
KP637479,Influenza A virus (A/Thailand/PY08173/2010(H1N1)),2016-01-31,partial,5,Thailand,2010-09-13
PP699781,Influenza A virus,2024-04-24,partial,4,USA,2024-03-25
OP623653,Influenza A virus,2022-10-18,partial,3,USA,2022-08-03
MN300250,Influenza A virus,2019-08-17,partial,7,Switzerland,2017-01-07
CY082395,Influenza A virus (A/swine/Minnesota/01570/2007(H1N1)),2011-06-24,partial,4,USA,2007-04-17
CY227797,Influenza A virus (A/North Dakota/13/2017(H3N2)),2017-04-19,partial,3,USA,2017-03-16
PQ717258,Influenza A virus,2024-12-06,partial,5,USA,2022-12-19
EU856883,Influenza A virus (A/Hong Kong/CUHK18351/1998(H3N2)),2008-08-01,partial,4,China,1998-09-10
CY056805,Influenza A virus (A/New York/6808/2009(H1N1)),2010-03-16,partial,6,USA,2009-11-29
MT639218,Influenza A virus,2020-06-23,partial,2,USA,2019-02-13
PP232584,Influenza A virus,2024-02-04,partial,3,USA,2023-12-06
CY100948,Influenza A virus (A/Piura/WRAIR1708P/2009(H1N1)),2011-11-18,partial,4,Peru,2009-03-27
CY153388,Influenza B virus (B/Townsville/4/2008),2013-10-15,partial,6,Australia,2008-09-25
PP641947,Influenza B virus,2024-04-16,partial,8,USA,2023-11-06
MT168682,Influenza A virus,2020-03-15,partial,8,USA,2019-12-28
MH500929,Influenza A virus,2018-06-25,partial,4,USA,2014-05-17
MN875111,Influenza A virus,2021-01-31,partial,4,France,2017-11-23
OQ462532,Influenza A virus,2023-02-26,partial,7,USA,2022-12-02
CY162690,Influenza A virus (A/Peru/PER308/2010(H3N2)),2013-12-16,partial,6,Peru,2010-09-17
MH701325,Influenza A virus,2018-08-05,partial,7,USA,2017-12-18
MZ003943,Influenza A virus,2021-04-27,partial,2,USA,2020-11-04
PP765511,Influenza B virus,2024-05-12,partial,4,USA,2024-02-04
CY112928,Influenza A virus (A/Netherlands/118/2001(H3N2)),2012-04-03,partial,5,Netherlands,2001-03-14
KX185914,Influenza A virus (A/gray plover/Chile/C1313/2015(H9N7)),2016-05-28,partial,7,Chile,2015-09-25
PP260380,Influenza A virus,2024-02-06,partial,1,USA,2023-12-09
OQ455401,Influenza A virus,2023-02-22,partial,4,Chile,2022-12-06
OQ959853,Influenza A virus,2023-08-23,partial,5,USA,2022-04-15
CY220617,Influenza A virus (A/Hawaii/107/2016(H3N2)),2017-03-03,partial,6,USA,2016-12-28
JX309367,Influenza A virus (A/Singapore/GP1212/2010(H1N1)),2012-08-08,partial,1,Singapore,2010-04-12
OQ350096,Influenza A virus,2023-02-04,partial,5,USA,2016
